Date,Temperature,Precipitation,Wind Speed,Cloud Cover,Pressure
2018/06/19,287.36,0.0000000000,1.73,0.92,96147.75
2018/06/20,287.63,0.0000009537,2.43,0.18,96058.88
2018/06/21,285.84,0.0000000000,2.21,0.10,96087.69
2018/06/22,289.00,0.0000000000,1.82,0.00,95996.44
2018/06/23,294.41,0.0000000000,1.02,0.00,95560.06
2018/06/24,292.39,0.0000000000,1.88,0.00,95476.69
2018/06/25,289.26,0.0000000000,1.89,0.30,95845.81
2018/06/26,288.54,0.0000000000,1.81,0.03,95921.69
2018/06/27,288.59,0.0000009537,2.19,0.77,95844.81
2018/06/28,287.41,0.0000000000,3.08,0.11,95824.44
2018/06/29,287.41,0.0000000000,2.19,0.01,95829.31
2018/06/30,293.69,0.0000000000,1.16,0.00,95776.12
2018/07/01,291.73,0.0000000000,2.11,0.01,95890.31
2018/07/02,289.61,0.0000000000,1.87,0.13,95898.19
2018/07/03,289.07,0.0000000000,2.22,0.13,95550.75
2018/07/04,287.63,0.0000004768,2.04,0.18,95804.69
2018/07/05,287.66,0.0000000000,1.34,0.12,96325.94
2018/07/06,294.07,0.0000000000,1.61,0.98,96483.75
2018/07/07,293.06,0.0000000000,1.43,0.01,96295.62
2018/07/08,291.07,0.0000000000,1.90,0.02,96064.00
2018/07/09,290.62,0.0000000000,1.99,0.02,96252.62
2018/07/10,292.01,0.0000000000,2.20,0.51,96209.50
2018/07/11,289.52,0.0000000000,1.95,0.08,95864.00
2018/07/12,292.14,0.0000000000,2.05,0.91,95811.38
2018/07/13,294.38,0.0000214577,2.23,0.95,96200.75
2018/07/14,293.46,0.0000000000,2.05,0.03,96259.88
2018/07/15,291.24,0.0000009537,2.09,0.06,96038.56
2018/07/16,290.07,0.0000000000,1.95,0.07,96037.19
2018/07/17,290.12,0.0000000000,1.77,0.05,96069.31
2018/07/18,290.73,0.0000000000,1.93,0.03,96050.12
2018/07/19,292.06,0.0000000000,2.24,0.25,95934.94
2018/07/20,292.61,0.0000000000,1.40,0.61,95832.38
2018/07/21,293.29,0.0000000000,1.65,0.47,95995.88
2018/07/22,292.57,0.0000000000,1.68,0.81,96309.69
2018/07/23,292.41,0.0000000000,2.31,0.02,96341.44
2018/07/24,291.49,0.0000000000,1.88,0.07,96253.25
2018/07/25,292.51,0.0000000000,2.74,0.12,96304.88
2018/07/26,292.34,0.0000000000,2.77,0.58,96116.38
2018/07/27,290.52,0.0000000000,2.88,0.11,95906.19
2018/07/28,289.58,0.0000014305,2.35,0.11,95890.38
2018/07/29,290.20,0.0000000000,2.26,0.32,96028.81
2018/07/30,291.01,0.0000000000,2.18,0.75,96041.62
2018/07/31,290.70,0.0000000000,1.75,0.11,95960.62
2018/08/01,290.00,0.0000000000,2.29,0.10,95944.81
2018/08/02,289.60,0.0000000000,2.62,0.79,95904.69
2018/08/03,288.14,0.0000000000,2.24,0.07,95880.38
2018/08/04,292.65,0.0000000000,1.95,0.19,95883.44
2018/08/05,288.37,0.0000000000,2.15,0.03,95894.12
2018/08/06,288.51,0.0000000000,2.23,0.02,96105.25
2018/08/07,288.80,0.0000000000,1.93,0.01,95910.38
2018/08/08,288.96,0.0000000000,1.92,0.09,95792.94
2018/08/09,289.51,0.0000000000,1.58,0.07,95950.38
2018/08/10,290.73,0.0000000000,2.13,0.00,96058.19
2018/08/11,292.41,0.0000000000,1.67,0.54,96086.31
2018/08/12,290.68,0.0000000000,1.57,0.59,95963.31
2018/08/13,289.88,0.0000000000,1.69,0.18,95940.25
2018/08/14,289.74,0.0000000000,2.17,0.53,95810.88
2018/08/15,289.31,0.0000000000,2.34,0.20,95841.81
2018/08/16,289.89,0.0000000000,1.57,0.09,96075.81
2018/08/17,290.36,0.0000000000,1.74,0.00,96327.62
2018/08/18,290.13,0.0000000000,1.50,0.00,96301.06
2018/08/19,288.78,0.0000000000,1.91,0.00,96046.88
2018/08/20,288.25,0.0000000000,1.93,0.09,95722.25
2018/08/21,287.21,0.0000000000,2.37,0.37,95859.44
2018/08/22,287.59,0.0000000000,1.36,0.20,96095.06
2018/08/23,288.56,0.0000000000,1.33,0.08,96204.88
2018/08/24,287.58,0.0000000000,1.83,0.32,96052.38
2018/08/25,286.82,0.0000000000,1.34,0.07,95897.38
2018/08/26,286.29,0.0000000000,1.63,0.05,95987.75
2018/08/27,287.45,0.0000000000,2.31,0.82,95900.56
2018/08/28,287.61,0.0000004768,2.48,0.59,95854.88
2018/08/29,286.28,0.0000009537,1.94,0.63,96036.06
2018/08/30,287.90,0.0000009537,1.66,0.20,96185.06
2018/08/31,286.50,0.0000004768,2.10,0.30,96225.88
2018/09/01,287.11,0.0000000000,2.34,0.17,95795.69
2018/09/02,287.83,0.0000000000,1.43,0.00,95560.25
2018/09/03,288.88,0.0000000000,1.53,0.01,95713.94
2018/09/04,289.31,0.0000000000,2.05,0.21,95669.25
2018/09/05,289.59,0.0000000000,1.63,0.05,95765.75
2018/09/06,287.13,0.0000000000,2.00,0.07,96160.12
2018/09/07,287.74,0.0000000000,1.88,0.05,96191.31
2018/09/08,288.61,0.0000000000,2.15,0.00,96051.75
2018/09/09,285.56,0.0000000000,1.70,0.02,95821.69
2018/09/10,287.03,0.0000000000,1.84,0.08,95807.50
2018/09/11,286.89,0.0000000000,1.93,0.00,95728.19
2018/09/12,286.20,0.0000000000,2.40,0.07,95756.44
2018/09/13,285.99,0.0000000000,2.20,0.81,95945.25
2018/09/14,283.38,0.0000000000,1.62,0.57,95990.25
2018/09/15,285.42,0.0000000000,2.49,0.06,95700.94
2018/09/16,281.87,0.0000000000,1.92,0.04,96029.75
2018/09/17,284.19,0.0000004768,1.48,0.12,96004.00
2018/09/18,284.10,0.0000000000,1.79,0.11,95955.50
2018/09/19,283.57,0.0000000000,1.72,0.08,95775.06
2018/09/20,287.11,0.0000000000,0.81,0.00,95670.69
2018/09/21,289.65,0.0000000000,1.25,0.00,95966.69
2018/09/22,286.61,0.0000000000,1.94,0.00,96047.75
2018/09/23,286.67,0.0000000000,2.09,0.43,95796.25
2018/09/24,284.43,0.0000000000,1.60,0.00,95664.31
2018/09/25,288.95,0.0000000000,0.91,0.00,95813.38
2018/09/26,289.06,0.0000000000,0.68,0.00,96069.56
2018/09/27,289.10,0.0000000000,0.63,0.74,95970.56
2018/09/28,289.18,0.0000004768,1.76,0.53,95675.56
2018/09/29,286.06,0.0000009537,1.66,0.09,95708.44
2018/09/30,285.34,0.0000000000,1.34,0.04,95886.12
2018/10/01,286.68,0.0000000000,1.21,0.81,95743.75
2018/10/02,291.00,0.0000290871,1.41,0.99,95543.44
2018/10/03,289.48,0.0003538132,0.72,0.80,95792.75
2018/10/04,289.09,0.0001058578,0.84,0.97,95961.75
2018/10/05,283.71,0.0000000000,1.31,0.06,96299.25
2018/10/06,285.36,0.0000000000,1.66,0.47,95916.88
2018/10/07,288.19,0.0000000000,5.19,0.00,95730.25
2018/10/08,286.63,0.0000000000,2.32,0.00,95582.81
2018/10/09,284.76,0.0000000000,1.32,0.02,95538.38
2018/10/10,284.28,0.0000014305,0.83,0.34,95417.56
2018/10/11,284.10,0.0000000000,1.21,0.20,95533.25
2018/10/12,284.73,0.0000000000,0.39,0.00,95770.06
2018/10/13,285.97,0.0000000000,1.06,0.00,95601.44
2018/10/14,284.32,0.0000000000,1.73,0.10,95783.06
2018/10/15,282.44,0.0000000000,0.58,0.00,96437.94
2018/10/16,282.49,0.0000000000,1.47,0.00,96480.88
2018/10/17,281.40,0.0000000000,0.97,0.00,96385.19
2018/10/18,283.63,0.0000000000,1.09,0.01,96475.38
2018/10/19,284.59,0.0000000000,0.87,0.00,96542.19
2018/10/20,285.20,0.0000000000,0.71,0.00,96280.44
2018/10/21,286.17,0.0000000000,0.73,0.02,96045.81
2018/10/22,284.02,0.0000000000,1.78,0.30,95951.50
2018/10/23,283.60,0.0000004768,1.62,0.14,96030.25
2018/10/24,281.62,0.0000000000,1.77,0.39,96189.56
2018/10/25,284.91,0.0000004768,1.49,0.52,96416.88
2018/10/26,286.34,0.0000000000,0.96,0.13,96486.25
2018/10/27,285.46,0.0000000000,1.08,0.82,96344.94
2018/10/28,286.11,0.0000028610,1.85,0.97,96396.19
2018/10/29,282.85,0.0000000000,3.03,1.00,96596.12
2018/10/30,282.61,0.0000000000,3.22,0.00,96368.94
2018/10/31,280.92,0.0000000000,1.95,0.77,96483.44
2018/11/01,285.14,0.0000000000,0.34,0.41,96604.12
2018/11/02,287.41,0.0000000000,0.82,0.00,96704.06
2018/11/03,285.70,0.0000000000,2.49,0.24,96502.06
2018/11/04,289.25,0.0000000000,0.70,1.00,96300.44
2018/11/05,283.73,0.0000000000,2.20,0.00,96031.25
2018/11/06,282.11,0.0000000000,1.04,0.00,96058.50
2018/11/07,284.32,0.0000000000,1.04,0.00,96231.62
2018/11/08,281.68,0.0000000000,2.80,0.00,96295.06
2018/11/09,279.95,0.0000000000,0.35,0.00,96644.06
2018/11/10,279.88,0.0000000000,0.90,0.00,96251.62
2018/11/11,278.68,0.0000000000,0.36,0.00,96237.69
2018/11/12,278.48,0.0000000000,0.89,0.00,96905.19
2018/11/13,279.87,0.0000000000,1.09,0.96,97310.00
2018/11/14,279.27,0.0000000000,0.84,0.00,97272.88
2018/11/15,279.47,0.0000000000,0.86,0.46,96716.00
2018/11/16,280.13,0.0000000000,0.92,0.00,96259.56
2018/11/17,279.54,0.0000000000,0.69,0.69,96126.38
2018/11/18,278.26,0.0000000000,0.59,0.00,96328.69
2018/11/19,278.28,0.0000000000,0.68,0.99,96293.69
2018/11/20,277.62,0.0000000000,1.01,0.00,96121.50
2018/11/21,284.07,0.0000000000,2.36,0.84,96181.19
2018/11/22,282.60,0.0007562637,2.01,0.89,96290.56
2018/11/23,284.11,0.0000066757,1.83,0.99,96695.75
2018/11/24,286.51,0.0000705719,1.40,1.00,96219.44
2018/11/25,281.44,0.0000000000,0.07,0.87,96233.56
2018/11/26,280.72,0.0000000000,0.69,0.85,96681.00
2018/11/27,281.18,0.0000000000,0.66,0.49,96522.06
2018/11/28,285.48,0.0006122589,2.05,1.00,95851.94
2018/11/29,284.64,0.0002670288,2.85,0.87,94679.00
2018/11/30,281.38,0.0000000000,2.62,0.74,95670.12
2018/12/01,279.47,0.0000267029,2.25,0.83,96267.31
2018/12/02,274.11,0.0000000000,1.26,0.26,96235.50
2018/12/03,276.28,0.0000000000,1.26,0.00,96615.94
2018/12/04,280.74,0.0000000000,1.24,0.99,96238.94
2018/12/05,281.40,0.0001969337,1.90,1.00,95690.44
2018/12/06,281.08,0.0005331039,0.54,0.96,95791.75
2018/12/07,277.98,0.0000000000,0.82,0.00,96328.12
2018/12/08,280.08,0.0000000000,1.20,0.02,97078.94
2018/12/09,279.35,0.0000000000,1.06,0.92,97092.56
2018/12/10,281.06,0.0000000000,0.19,0.89,96778.31
2018/12/11,278.15,0.0000000000,2.34,0.61,96684.44
2018/12/12,282.11,0.0000009537,1.41,0.97,96768.44
2018/12/13,279.11,0.0000000000,1.31,0.94,97002.69
2018/12/14,281.83,0.0000000000,2.05,1.00,96370.62
2018/12/15,278.70,0.0000000000,0.80,0.27,96391.75
2018/12/16,280.50,0.0000000000,1.62,0.86,96368.06
2018/12/17,282.54,0.0008649826,1.88,1.00,96491.62
2018/12/18,278.61,0.0000000000,0.96,1.00,97040.56
2018/12/19,283.50,0.0000000000,1.01,1.00,97063.38
2018/12/20,278.62,0.0000000000,1.12,0.94,96627.06
2018/12/21,282.45,0.0003299713,1.06,0.69,96380.31
2018/12/22,279.88,0.0000000000,0.40,0.55,96398.88
2018/12/23,281.91,0.0000000000,0.48,1.00,96829.31
2018/12/24,280.05,0.0000000000,0.86,0.46,96757.88
2018/12/25,280.96,0.0000581741,3.33,0.39,95714.81
2018/12/26,277.70,0.0000000000,2.90,0.46,96365.19
2018/12/27,279.38,0.0000000000,2.08,0.62,96410.62
2018/12/28,278.31,0.0000000000,5.13,0.00,96608.31
2018/12/29,277.33,0.0000000000,0.95,0.08,97096.12
2018/12/30,275.05,0.0000000000,1.00,0.23,96855.12
2018/12/31,279.13,0.0000000000,3.22,0.09,96041.88
2019/01/01,274.21,0.0000000000,0.57,0.00,96533.38
2019/01/02,273.95,0.0000000000,0.78,0.00,96801.75
2019/01/03,274.30,0.0000000000,1.08,0.78,96828.81
2019/01/04,275.19,0.0000000000,0.73,0.88,96241.38
2019/01/05,279.04,0.0000000000,2.35,0.99,95395.75
2019/01/06,278.14,0.0000028610,1.85,0.75,95864.25
2019/01/07,283.33,0.0000495911,1.46,1.00,96304.19
2019/01/08,281.73,0.0000000000,1.06,1.00,96300.62
2019/01/09,285.16,0.0002794266,3.71,1.00,96145.06
2019/01/10,280.72,0.0000000000,0.90,1.00,96679.56
2019/01/11,282.02,0.0000000000,2.23,1.00,96112.06
2019/01/12,283.00,0.0002298355,0.87,0.99,95863.25
2019/01/13,278.71,0.0000000000,1.39,0.08,96189.50
2019/01/14,281.93,0.0000000000,2.50,1.00,95850.69
2019/01/15,280.85,0.0001974106,4.89,0.72,95662.38
2019/01/16,283.78,0.0000638962,3.57,1.00,95977.00
2019/01/17,284.60,0.0000047684,3.41,0.83,95813.31
2019/01/18,282.85,0.0000057220,0.82,1.00,97024.62
2019/01/19,284.32,0.0000000000,1.10,1.00,97318.69
2019/01/20,284.68,0.0000114441,1.70,1.00,96594.31
2019/01/21,279.08,0.0000004768,3.96,0.09,96353.75
2019/01/22,278.06,0.0000000000,3.06,0.00,97108.38
2019/01/23,275.44,0.0000000000,0.62,0.00,97454.38
2019/01/24,279.63,0.0000000000,0.69,0.64,96992.69
2019/01/25,279.00,0.0000000000,0.29,0.00,96816.38
2019/01/26,279.19,0.0000000000,0.90,1.00,96996.50
2019/01/27,282.02,0.0000000000,0.63,0.89,96898.12
2019/01/28,284.76,0.0000000000,0.89,0.99,96323.12
2019/01/29,282.18,0.0001950264,0.60,0.93,96114.50
2019/01/30,282.23,0.0000000000,0.98,0.97,95909.31
2019/01/31,283.92,0.0013227463,0.46,0.91,95634.19
2019/02/01,282.36,0.0000028610,1.01,1.00,95853.06
2019/02/02,282.98,0.0010924339,7.44,1.00,94536.50
2019/02/03,283.34,0.0002202988,4.26,0.87,94628.25
2019/02/04,281.24,0.0015163422,4.33,1.00,94605.00
2019/02/05,275.65,0.0002288818,2.22,0.83,95128.19
2019/02/06,270.98,0.0000000000,1.89,0.34,96312.75
2019/02/07,274.04,0.0000000000,1.74,0.00,96840.38
2019/02/08,275.76,0.0000071526,1.77,0.46,96500.44
2019/02/09,276.51,0.0002098083,1.55,0.96,95701.06
2019/02/10,277.02,0.0007123947,2.41,1.00,95639.31
2019/02/11,273.14,0.0000000000,0.79,0.61,96648.44
2019/02/12,275.65,0.0000000000,1.75,1.00,96404.56
2019/02/13,280.51,0.0012073517,7.46,1.00,95057.81
2019/02/14,287.02,0.0024890900,6.97,1.00,94281.31
2019/02/15,279.62,0.0003852844,3.18,0.57,95800.12
2019/02/16,277.59,0.0000405312,1.82,0.54,96423.44
2019/02/17,276.24,0.0008077621,2.00,1.00,96149.50
2019/02/18,273.71,0.0000000000,2.37,0.03,96398.75
2019/02/19,272.80,0.0000000000,2.62,0.00,96590.94
2019/02/20,278.04,0.0000033379,2.74,0.78,96088.31
2019/02/21,275.31,0.0000247955,1.73,0.61,94992.56
2019/02/22,274.12,0.0000000000,2.60,0.00,95994.50
2019/02/23,272.92,0.0000000000,1.86,0.00,96862.38
2019/02/24,278.24,0.0002717972,1.19,0.94,96863.38
2019/02/25,280.14,0.0000000000,1.25,0.54,96180.38
2019/02/26,283.14,0.0010709763,3.97,0.99,96011.00
2019/02/27,283.50,0.0011911392,4.90,1.00,95796.50
2019/02/28,281.74,0.0000815392,1.30,1.00,96346.12
2019/03/01,279.59,0.0000000000,0.96,0.86,96327.12
2019/03/02,283.19,0.0013027191,3.88,0.91,95368.44
2019/03/03,285.19,0.0000071526,1.57,0.96,96090.62
2019/03/04,280.96,0.0000004768,1.32,0.68,96378.31
2019/03/05,282.63,0.0000047684,0.51,1.00,95911.06
2019/03/06,283.67,0.0001583099,5.99,0.98,94949.38
2019/03/07,281.67,0.0000295639,1.41,0.57,96058.50
2019/03/08,277.28,0.0000004768,2.16,0.07,95978.19
2019/03/09,276.12,0.0000104904,1.37,0.31,96125.75
2019/03/10,277.38,0.0000228882,2.56,0.97,95733.44
2019/03/11,277.50,0.0000000000,1.55,0.04,96148.81
2019/03/12,278.72,0.0000000000,2.37,0.15,95744.12
2019/03/13,278.12,0.0000000000,4.90,0.00,96321.19
2019/03/14,276.35,0.0000000000,2.27,0.00,96798.19
2019/03/15,279.23,0.0000000000,0.74,0.80,96843.31
2019/03/16,279.53,0.0000000000,0.43,0.00,96599.38
2019/03/17,280.10,0.0000000000,0.97,0.29,96453.00
2019/03/18,283.42,0.0000000000,1.02,0.70,96114.06
2019/03/19,282.73,0.0000000000,0.63,0.95,95840.81
2019/03/20,282.17,0.0003390312,3.95,1.00,95781.81
2019/03/21,278.43,0.0000000000,0.78,1.00,96332.94
2019/03/22,277.80,0.0000000000,1.43,0.99,96592.50
2019/03/23,283.32,0.0022401810,1.11,1.00,96526.56
2019/03/24,276.28,0.0000000000,1.11,0.04,96685.44
2019/03/25,280.15,0.0000000000,1.77,0.86,96318.38
2019/03/26,283.85,0.0000596046,1.18,0.91,96221.25
2019/03/27,285.84,0.0000028610,3.61,0.89,95873.38
2019/03/28,279.40,0.0000038147,1.11,0.58,96671.62
2019/03/29,278.38,0.0000000000,0.80,0.83,97082.69
2019/03/30,280.15,0.0000000000,1.10,0.14,96853.19
2019/03/31,282.35,0.0000000000,1.27,0.00,96649.00
2019/04/01,283.36,0.0000000000,1.10,0.87,96240.62
2019/04/02,283.90,0.0000591278,2.10,1.00,95684.88
2019/04/03,282.61,0.0000047684,1.23,1.00,96112.69
2019/04/04,283.33,0.0000000000,1.24,0.99,96189.12
2019/04/05,282.09,0.0000038147,1.22,0.70,95996.50
2019/04/06,283.14,0.0000000000,1.07,0.99,96287.81
2019/04/07,283.41,0.0000000000,1.18,1.00,96876.00
2019/04/08,285.12,0.0000000000,1.62,1.00,96780.06
2019/04/09,283.00,0.0000104904,3.63,0.25,96730.50
2019/04/10,281.47,0.0000000000,4.04,0.00,96911.44
2019/04/11,283.42,0.0000000000,3.22,0.01,96661.31
2019/04/12,280.00,0.0000000000,2.53,0.00,95925.62
2019/04/13,280.58,0.0000000000,1.28,0.00,95990.12
2019/04/14,282.00,0.0000000000,1.90,0.07,96000.00
2019/04/15,283.46,0.0000152588,1.84,0.73,95629.00
2019/04/16,282.81,0.0000233650,2.21,0.91,95914.06
2019/04/17,279.91,0.0000000000,1.70,0.02,96708.25
2019/04/18,282.80,0.0000000000,1.01,0.00,96624.62
2019/04/19,285.29,0.0000000000,0.94,0.79,96126.69
2019/04/20,285.16,0.0000004768,3.03,1.00,95671.38
2019/04/21,280.93,0.0000000000,1.09,0.21,96320.38
2019/04/22,283.62,0.0000000000,3.31,0.03,96322.25
2019/04/23,288.50,0.0000000000,1.12,0.04,96188.69
2019/04/24,288.62,0.0000000000,1.17,0.00,96014.50
2019/04/25,288.19,0.0000000000,1.68,0.02,95951.06
2019/04/26,285.38,0.0000000000,1.56,0.70,95989.12
2019/04/27,286.75,0.0000000000,2.31,0.08,95906.19
2019/04/28,283.36,0.0000000000,1.96,0.10,95668.06
2019/04/29,283.85,0.0000000000,1.64,0.13,95310.38
2019/04/30,283.92,0.0000019073,1.47,0.37,95631.38
2019/05/01,282.89,0.0000000000,1.56,0.01,96098.88
2019/05/02,282.74,0.0000000000,1.23,0.00,96228.56
2019/05/03,281.45,0.0000000000,1.34,0.94,96037.69
2019/05/04,281.96,0.0000000000,1.78,0.74,95831.44
2019/05/05,283.46,0.0000000000,2.18,0.80,95551.94
2019/05/06,282.71,0.0000038147,1.48,0.78,95650.69
2019/05/07,283.74,0.0000009537,0.23,1.00,96128.69
2019/05/08,284.03,0.0000009537,1.65,0.99,96179.69
2019/05/09,285.90,0.0000028610,1.57,0.57,95493.25
2019/05/10,285.72,0.0000076294,2.60,0.69,95368.88
2019/05/11,285.43,0.0000000000,1.30,0.57,95992.38
2019/05/12,285.23,0.0000000000,1.55,0.12,95996.00
2019/05/13,284.79,0.0000000000,1.89,0.81,96139.75
2019/05/14,284.71,0.0000000000,1.72,0.96,96146.38
2019/05/15,286.88,0.0000009537,1.63,1.00,95703.06
2019/05/16,283.44,0.0000085831,2.41,0.27,95344.56
2019/05/17,282.46,0.0000653267,1.95,0.97,96337.31
2019/05/18,280.55,0.0000000000,1.47,0.98,96032.12
2019/05/19,282.01,0.0000000000,1.49,0.67,95266.38
2019/05/20,280.40,0.0000000000,0.98,0.75,95813.44
2019/05/21,282.91,0.0000963211,2.58,0.66,95850.12
2019/05/22,283.09,0.0000796318,2.15,0.69,95466.00
2019/05/23,284.72,0.0000000000,2.36,0.67,95356.50
2019/05/24,285.51,0.0000000000,1.19,0.97,96120.88
2019/05/25,284.81,0.0000095367,2.53,0.25,95558.69
2019/05/26,282.82,0.0003204346,4.69,0.73,95310.69
2019/05/27,281.27,0.0000081062,0.76,0.81,96152.06
2019/05/28,284.72,0.0000009537,1.35,0.86,96206.12
2019/05/29,285.99,0.0000000000,1.26,1.00,95839.31
2019/05/30,285.70,0.0000052452,2.28,0.37,95751.06
2019/05/31,286.34,0.0000000000,1.93,0.06,95821.06
2019/06/01,287.71,0.0000000000,1.83,0.01,95537.62
2019/06/02,287.71,0.0000000000,2.05,0.16,95570.38
2019/06/03,288.67,0.0000000000,2.44,0.52,95766.56
2019/06/04,290.46,0.0000000000,1.19,0.01,95839.12
2019/06/05,291.16,0.0000000000,1.21,0.00,95828.38
2019/06/06,289.03,0.0000019073,2.95,0.17,95799.19
2019/06/07,283.07,0.0000000000,2.15,0.00,95976.25
2019/06/08,287.97,0.0000000000,2.84,0.00,96086.06
2019/06/09,288.83,0.0000000000,1.17,0.93,96170.00
2019/06/10,294.99,0.0000000000,0.70,0.98,96230.62
2019/06/11,297.56,0.0000000000,0.65,0.00,96297.00
2019/06/12,299.23,0.0000000000,0.88,0.88,96008.62
2019/06/13,291.31,0.0000000000,2.88,0.19,95793.69
2019/06/14,288.59,0.0000038147,2.92,0.29,95802.50
2019/06/15,286.98,0.0000000000,2.43,0.30,95877.81
2019/06/16,287.08,0.0000004768,2.57,0.46,95742.06
2019/06/17,288.52,0.0000000000,2.38,0.10,95498.75
2019/06/18,291.60,0.0000000000,1.99,0.03,95816.88
2019/06/19,290.92,0.0000000000,1.87,0.12,95863.81
2019/06/20,289.47,0.0000000000,2.39,0.23,95720.31
2019/06/21,287.28,0.0000000000,2.36,0.13,95681.19
2019/06/22,289.89,0.0000000000,1.89,0.00,95877.50
2019/06/23,289.77,0.0000000000,1.43,0.00,96026.88
2019/06/24,289.96,0.0000000000,1.57,0.22,95812.69
2019/06/25,289.17,0.0000000000,2.36,0.09,95562.44
2019/06/26,287.52,0.0000000000,1.93,0.00,95874.62
2019/06/27,285.10,0.0000000000,1.69,0.11,96253.19
2019/06/28,287.08,0.0000000000,1.55,0.97,96217.75
2019/06/29,283.97,0.0000000000,1.70,0.00,96251.94
2019/06/30,287.76,0.0000000000,1.76,0.67,96200.44
2019/07/01,286.75,0.0000000000,2.36,0.10,96265.44
2019/07/02,286.96,0.0000000000,2.31,0.07,96088.31
2019/07/03,286.04,0.0000000000,2.54,0.47,95804.88
2019/07/04,286.63,0.0000000000,2.15,0.08,95858.62
2019/07/05,288.80,0.0000000000,2.18,0.08,96057.12
2019/07/06,288.32,0.0000000000,2.19,0.07,96134.50
2019/07/07,287.43,0.0000000000,2.76,0.25,95838.50
2019/07/08,286.92,0.0000047684,2.94,0.52,95899.12
2019/07/09,286.36,0.0000000000,2.08,0.20,96122.38
2019/07/10,289.41,0.0000000000,1.87,0.50,96359.69
2019/07/11,288.90,0.0000000000,1.79,0.05,96315.38
2019/07/12,289.20,0.0000009537,1.84,0.05,95989.81
2019/07/13,290.02,0.0000000000,2.11,0.09,95751.25
2019/07/14,290.38,0.0000000000,2.11,0.01,95977.44
2019/07/15,290.93,0.0000000000,1.97,0.00,96177.38
2019/07/16,289.53,0.0000023842,2.57,0.10,95860.56
2019/07/17,288.14,0.0000000000,2.06,0.83,95769.06
2019/07/18,289.54,0.0000000000,2.01,0.96,95881.19
2019/07/19,289.81,0.0000000000,1.67,0.22,95741.81
2019/07/20,289.42,0.0000009537,1.26,0.12,95824.06
2019/07/21,289.64,0.0000000000,1.16,0.18,95857.50
2019/07/22,292.15,0.0000000000,1.59,0.00,95964.81
2019/07/23,291.84,0.0000000000,1.78,0.62,96099.19
2019/07/24,291.58,0.0000000000,1.56,0.80,96216.06
2019/07/25,294.03,0.0000000000,1.51,0.24,95973.62
2019/07/26,292.51,0.0000000000,1.19,0.24,96100.62
2019/07/27,290.12,0.0000000000,1.65,0.04,96244.12
2019/07/28,293.47,0.0000000000,1.71,0.00,96014.50
2019/07/29,290.68,0.0000000000,2.91,0.06,95857.94
2019/07/30,288.33,0.0000000000,2.99,0.25,95920.06
2019/07/31,288.09,0.0000000000,1.77,0.10,95948.81
2019/08/01,288.52,0.0000000000,2.40,0.15,96108.44
2019/08/02,288.84,0.0000109673,2.27,0.21,96252.38
2019/08/03,289.19,0.0000009537,1.47,0.08,96059.00
2019/08/04,290.54,0.0000000000,1.82,0.43,95974.94
2019/08/05,290.07,0.0000000000,1.88,0.92,96043.69
2019/08/06,292.64,0.0000000000,1.49,0.88,95889.88
2019/08/07,291.21,0.0000000000,2.26,0.46,95890.75
2019/08/08,288.69,0.0000000000,2.74,0.55,95942.31
2019/08/09,288.50,0.0000000000,2.10,0.84,95930.69
2019/08/10,290.08,0.0000009537,1.35,0.21,96011.38
2019/08/11,286.84,0.0000019073,1.38,0.18,96214.19
2019/08/12,288.98,0.0000000000,0.85,0.00,96184.69
2019/08/13,289.02,0.0000000000,1.39,0.00,96058.25
2019/08/14,292.72,0.0000000000,1.06,0.00,96120.25
2019/08/15,292.45,0.0000000000,1.22,0.00,96077.31
2019/08/16,293.49,0.0000000000,1.33,0.00,95775.00
2019/08/17,290.85,0.0000000000,2.35,0.17,95521.81
2019/08/18,288.45,0.0000000000,2.07,0.17,95596.31
2019/08/19,287.93,0.0000000000,2.08,0.26,95942.69
2019/08/20,289.14,0.0000000000,1.95,0.25,96086.88
2019/08/21,287.92,0.0000000000,1.79,0.01,96050.44
2019/08/22,292.55,0.0000009537,2.13,0.58,95596.44
2019/08/23,292.40,0.0000000000,1.11,0.00,95405.62
2019/08/24,292.32,0.0000000000,1.38,0.00,95802.00
2019/08/25,292.32,0.0000000000,1.27,0.00,96123.12
2019/08/26,290.82,0.0000000000,1.69,0.00,95913.44
2019/08/27,290.97,0.0000000000,1.42,0.00,95667.38
2019/08/28,291.95,0.0000000000,1.66,0.03,95781.69
2019/08/29,291.97,0.0000000000,2.51,0.13,96130.81
2019/08/30,287.96,0.0000000000,1.58,0.05,96226.38
2019/08/31,289.14,0.0000000000,1.62,0.03,96045.19
2019/09/01,290.50,0.0000000000,1.56,0.00,95962.69
2019/09/02,292.45,0.0000000000,1.76,0.00,95957.38
2019/09/03,289.23,0.0000000000,1.99,0.05,96081.56
2019/09/04,291.47,0.0000000000,1.15,0.47,95850.62
2019/09/05,291.45,0.0000000000,2.25,0.24,95915.12
2019/09/06,289.24,0.0000000000,1.59,0.06,96272.62
2019/09/07,288.89,0.0000028610,2.68,0.70,96227.62
2019/09/08,285.64,0.0000000000,2.02,0.09,96095.75
2019/09/09,286.46,0.0000000000,1.89,0.04,96007.75
2019/09/10,286.27,0.0000000000,1.80,0.38,95798.00
2019/09/11,285.77,0.0000000000,1.40,0.02,96148.75
